Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000303918	MAG	1413886	32	85605	42.35	88.53	0.0	0.00	0.00	0.00	20	CAMQRP01	MGYG000303918	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515	SAMEA111428890	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303918/genomes1/MGYG000303918.gff.gz
MGYG000303919	MAG	1446731	15	182508	42.16	98.63	0.46	0.00	0.00	0.00	20	CAMQSC01	MGYG000304218	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii	SAMEA111428924	ERP139914	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304218/genomes1/MGYG000303919.gff.gz
MGYG000303920	MAG	1527680	15	124765	31.33	76.21	0.0	0.00	0.00	0.00	19	CAMQSR01	MGYG000303941	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875	SAMEA111428907	ERP138646	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303941/genomes1/MGYG000303920.gff.gz
MGYG000303921	MAG	1383794	39	48767	39.11	88.89	0.35	0.00	0.00	0.00	20	CAMQSS01	MGYG000304049	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp001552885	SAMEA111428905	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304049/genomes1/MGYG000303921.gff.gz
MGYG000303922	MAG	2764583	105	45122	47.57	99.29	0.36	0.00	0.00	0.00	18	CAMQSW01	MGYG000303847	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SAMEA111428895	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303847/genomes1/MGYG000303922.gff.gz
MGYG000303923	MAG	1654143	155	13754	30.79	89.66	0.62	0.00	0.00	0.00	17	CAMQSX01	MGYG000303850	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SAMEA111428910	ERP138646	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303850/genomes1/MGYG000303923.gff.gz
MGYG000303924	MAG	2299040	49	62620	49.31	97.96	0.34	0.00	0.00	0.00	18	CAMQUJ01	MGYG000303862	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000758925	SAMEA111428893	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303862/genomes1/MGYG000303924.gff.gz
MGYG000303925	MAG	661471	13	88499	26.87	100	0.38	0.00	99.67	99.62	20	CAMQVW01	MGYG000303858	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma hominis	SAMEA111428880	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303858/genomes1/MGYG000303925.gff.gz
MGYG000303926	MAG	1547966	26	126029	46.51	98.99	0.67	0.00	0.00	0.00	20	CAMQVX01	MGYG000303961	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935	SAMEA111428900	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303961/genomes1/MGYG000303926.gff.gz
MGYG000303927	MAG	1418432	105	17724	46.99	98.38	1.15	0.00	0.00	0.00	17	CAMQVZ01	MGYG000303976	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae	SAMEA111428908	ERP138646	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303976/genomes1/MGYG000303927.gff.gz
MGYG000303928	MAG	1700718	24	145697	44.52	93.74	0.71	0.00	23.03	0.00	20	CAMQWA01	MGYG000304079	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__Mageeibacillus;s__Mageeibacillus indolicus	SAMEA111428888	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304079/genomes1/MGYG000303928.gff.gz
MGYG000303929	MAG	1558054	151	14147	41.67	94.86	0.68	0.00	99.61	18.53	19	CAMQWC01	MGYG000304136	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale	SAMEA111428897	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304136/genomes1/MGYG000303929.gff.gz
MGYG000303930	MAG	2180627	68	52407	39.17	96.96	0.0	0.00	0.00	0.00	18	CAMQWE01	MGYG000304208	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella disiens	SAMEA111428885	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304208/genomes1/MGYG000303930.gff.gz
MGYG000303931	MAG	1179558	168	8690	37.47	74.04	0.88	0.00	0.00	0.00	15	CAMQWF01	MGYG000304292	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A	SAMEA111428891	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304292/genomes1/MGYG000303931.gff.gz
MGYG000303932	MAG	1804901	296	6838	52.45	83.02	0.36	92.44	0.00	97.26	19	CAMQWG01	MGYG000303795	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A	SAMEA111428889	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303795/genomes1/MGYG000303932.gff.gz
MGYG000303933	MAG	1757174	102	26403	36.89	98.98	0.72	0.00	0.00	0.00	13	CAMQWM01	MGYG000304002	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella montpellierensis	SAMEA111428903	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304002/genomes1/MGYG000303933.gff.gz
MGYG000303934	MAG	2676706	112	37467	47.77	98.1	0.95	0.00	0.00	0.00	19	CAMQWN01	MGYG000303847	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SAMEA111428909	ERP138646	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303847/genomes1/MGYG000303934.gff.gz
MGYG000303935	MAG	1318665	39	69734	26.8	98.88	0.16	0.00	0.00	0.00	11	CAMQXU01	MGYG000304233	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens	SAMEA111428884	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304233/genomes1/MGYG000303935.gff.gz
MGYG000303936	MAG	1324290	17	103308	48.89	93.15	0.81	0.00	0.00	0.00	19	CAMQXV01	MGYG000303805	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__	SAMEA111428901	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303805/genomes1/MGYG000303936.gff.gz
MGYG000303937	MAG	1157308	116	13902	35.28	94.5	0.0	0.00	0.00	0.00	18	CAMQXX01	MGYG000304006	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister micraerophilus	SAMEA111428904	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304006/genomes1/MGYG000303937.gff.gz
MGYG000303938	MAG	2238540	144	19611	47.19	97.99	0.34	0.00	0.00	0.00	18	CAMQYP01	MGYG000304160	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella colorans	SAMEA111428886	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304160/genomes1/MGYG000303938.gff.gz
MGYG000303939	MAG	1426333	18	139038	42.57	99.19	0.0	0.00	0.00	0.00	20	CAMQYX01	MGYG000304068	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae	SAMEA111428887	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304068/genomes1/MGYG000303939.gff.gz
MGYG000303940	MAG	1589103	18	106846	46.59	100	0.0	0.00	0.00	0.00	19	CAMQZS01	MGYG000303976	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae	SAMEA111428879	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303976/genomes1/MGYG000303940.gff.gz
MGYG000303941	MAG	1587070	11	198138	31.09	76.21	0.0	0.00	0.00	0.00	19	CAMRAD01	MGYG000303941	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875	SAMEA111428892	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303941/genomes1/MGYG000303941.gff.gz
MGYG000303942	MAG	1266899	21	159957	28.29	98.88	0.0	0.00	0.00	0.00	19	CAMRAE01	MGYG000303840	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis	SAMEA111428906	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303840/genomes1/MGYG000303942.gff.gz
MGYG000303943	MAG	1357434	96	23396	42.29	89.8	0.45	0.00	0.00	0.00	15	CAMRAG01	MGYG000303994	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii	SAMEA111428882	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303994/genomes1/MGYG000303943.gff.gz
MGYG000303944	MAG	1525850	17	147621	42.64	100	0.0	0.00	0.00	0.00	20	CAMRDA01	MGYG000304068	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae	SAMEA111428923	ERP139914	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304068/genomes1/MGYG000303944.gff.gz
MGYG000303945	MAG	1450210	29	93790	42.42	95.87	0.0	0.00	0.00	0.00	20	CAMRDB01	MGYG000303994	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii	SAMEA111428926	ERP139914	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303994/genomes1/MGYG000303945.gff.gz
MGYG000303946	MAG	2110058	46	51776	39.19	99.32	0.0	94.96	0.00	10.77	19	CAMRDC01	MGYG000304237	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia	SAMEA111428881	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304237/genomes1/MGYG000303946.gff.gz
MGYG000303947	MAG	2775239	50	120228	42.34	99.29	0.0	0.00	0.00	0.00	19	CAMRDE01	MGYG000303947	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A	SAMEA111428902	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303947/genomes1/MGYG000303947.gff.gz
MGYG000303948	MAG	1942580	144	17893	36.96	96.82	0.09	0.00	0.00	0.00	15	CAMRDG01	MGYG000303884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	SAMEA111428896	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303884/genomes1/MGYG000303948.gff.gz
MGYG000303949	MAG	1925965	120	27064	36.86	97.73	0.0	0.00	0.00	0.00	19	CAMRDK01	MGYG000303884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	SAMEA111428925	ERP139914	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303884/genomes1/MGYG000303949.gff.gz
MGYG000303950	MAG	1614807	9	367580	41.85	100	0.0	0.00	0.00	0.00	20	CAMREF01	MGYG000304218	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii	SAMEA111428898	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304218/genomes1/MGYG000303950.gff.gz
MGYG000303951	MAG	1947050	51	60499	35.4	96.96	0.0	0.00	0.00	0.00	19	CAMREW01	MGYG000303750	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii	SAMEA111428894	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303750/genomes1/MGYG000303951.gff.gz
MGYG000303952	MAG	1596542	42	56039	39.02	96.75	0.0	0.00	0.00	0.00	17	CAMREX01	MGYG000304222	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355	SAMEA111428899	ERP138865	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304222/genomes1/MGYG000303952.gff.gz
MGYG000303953	MAG	1584754	3	1010426	41.93	100	0.09	0.00	0.00	0.00	20	CAMTZD01	MGYG000304218	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii	SAMEA111491489	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304218/genomes1/MGYG000303953.gff.gz
MGYG000303954	MAG	1940697	6	577607	34.62	99.22	0.06	0.00	0.00	0.00	11	CAMTZE01	MGYG000303915	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri	SAMEA111491479	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303915/genomes1/MGYG000303954.gff.gz
MGYG000303955	MAG	2059552	16	276031	51.96	96.62	0.63	0.00	0.00	0.00	20	CAMTZF01	MGYG000303955	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum sp002892395	SAMEA111491516	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303955/genomes1/MGYG000303955.gff.gz
MGYG000303956	MAG	1613609	33	141757	42.36	94.85	0.0	0.00	0.00	0.00	18	CAMTZG01	MGYG000303956	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900541485	SAMEA111491504	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303956/genomes1/MGYG000303956.gff.gz
MGYG000303957	MAG	1839656	30	100817	34.79	99.22	0.0	0.00	0.00	0.00	12	CAMTZH01	MGYG000304272	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	SAMEA111491484	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304272/genomes1/MGYG000303957.gff.gz
MGYG000303958	MAG	1788916	84	39382	36.19	100	0.0	85.71	0.00	0.00	16	CAMTZK01	MGYG000303958	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius	SAMEA111491500	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303958/genomes1/MGYG000303958.gff.gz
MGYG000303959	MAG	1398599	148	13805	37.88	89.72	1.0	0.00	0.00	0.00	16	CAMTZL01	MGYG000304292	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A	SAMEA111491510	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304292/genomes1/MGYG000303959.gff.gz
MGYG000303960	MAG	1177012	179	7797	31.1	83.73	0.83	0.00	0.00	0.00	10	CAMTZN01	MGYG000303897	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__	SAMEA111491499	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303897/genomes1/MGYG000303960.gff.gz
MGYG000303961	MAG	1619217	7	400438	46.13	98.99	0.0	0.00	0.00	0.00	20	CAMTZW01	MGYG000303961	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935	SAMEA111491456	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303961/genomes1/MGYG000303961.gff.gz
MGYG000303962	MAG	1631494	14	838209	34.79	99.3	0.7	0.00	0.00	0.00	18	CAMTZX01	MGYG000303962	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__KA00134;s__KA00134 sp001574395	SAMEA111491466	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303962/genomes1/MGYG000303962.gff.gz
MGYG000303963	MAG	1495533	107	22388	49.05	97.49	0.81	93.28	0.00	10.87	20	CAMTZZ01	MGYG000303963	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium minutum	SAMEA111491452	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303963/genomes1/MGYG000303963.gff.gz
MGYG000303964	MAG	1496492	270	6196	62.49	70.91	0.0	0.00	0.00	0.00	15	CAMUAD01	MGYG000303964	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua	SAMEA111491463	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303964/genomes1/MGYG000303964.gff.gz
MGYG000303965	MAG	1307748	12	203032	32.58	99.41	0.44	0.00	0.00	0.00	17	CAMUAE01	MGYG000304057	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	SAMEA111491480	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304057/genomes1/MGYG000303965.gff.gz
MGYG000303966	MAG	1665521	17	170289	38.93	100	0.0	0.00	0.00	0.00	20	CAMUAK01	MGYG000303966	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera hutchinsoni	SAMEA111491474	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303966/genomes1/MGYG000303966.gff.gz
MGYG000303967	MAG	2115454	123	30370	36.89	99.03	0.09	0.00	0.00	0.00	17	CAMUAP01	MGYG000303884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	SAMEA111491488	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303884/genomes1/MGYG000303967.gff.gz
MGYG000303968	MAG	1793951	26	95810	60.91	95.97	0.81	0.00	0.00	0.00	20	CAMUAW01	MGYG000304141	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp900604965	SAMEA111491495	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304141/genomes1/MGYG000303968.gff.gz
MGYG000303969	MAG	1312459	14	185075	51.88	99.6	0.0	0.00	0.00	0.00	20	CAMUAY01	MGYG000303969	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium deltae	SAMEA111491497	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303969/genomes1/MGYG000303969.gff.gz
MGYG000303970	MAG	1460963	16	201799	56.14	97.41	0.0	0.00	0.00	0.00	20	CAMUBA01	MGYG000303787	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A sp000758825	SAMEA111491494	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303787/genomes1/MGYG000303970.gff.gz
MGYG000303971	MAG	1563389	15	158432	42.0	88.3	0.0	88.24	0.00	99.79	20	CAMUBJ01	MGYG000303918	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515	SAMEA111491509	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303918/genomes1/MGYG000303971.gff.gz
MGYG000303972	MAG	2239642	156	19342	39.31	96.29	0.17	0.00	0.00	0.00	15	CAMUBN01	MGYG000304208	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella disiens	SAMEA111491496	ERP140580	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304208/genomes1/MGYG000303972.gff.gz
